0.000000,12.000000,424.500000
2.995697,383.802712,222.340624
3.997314,424.948459,317.263381
6.994842,413.935115,344.544376
7.996460,423.036636,353.354004
8.996246,398.070760,410.345570
10.995819,411.033426,407.637225
11.997436,394.997568,355.651140
12.997223,418.922383,302.628565
13.995178,435.950188,270.553524
14.996796,442.000493,276.461059
15.996582,436.032798,282.505306
16.996368,431.969097,273.553710
17.996155,450.921904,263.485721
18.995941,461.010698,280.416284
19.995727,454.002415,305.330429
20.997345,462.971646,352.403637
21.997131,466.017581,372.453210
22.996918,455.030970,392.443097
24.994659,456.941582,418.436214
25.996277,466.000255,420.565395
26.996063,459.017705,396.529156
27.995849,448.148962,424.256934
28.995636,385.319871,429.069492
29.997253,337.011074,201.063949
31.994995,362.059876,125.184213
32.996612,366.874813,189.422441
33.996399,415.907426,155.729573
34.996185,406.084450,83.826170
35.997803,390.033195,10.563972
36.993927,383.900754,44.970927
37.997375,429.819339,143.293654
39.996948,595.739383,179.600953
40.996735,672.798940,120.744592
41.996521,710.952317,61.574216
43.997925,672.080389,156.366171
44.995880,622.279933,205.352415
45.995666,552.213452,214.644326
46.997284,537.966698,145.721580
48.996857,594.988983,38.458204
49.996643,564.185459,91.287650
51.996216,470.068090,200.239414
52.996002,474.864990,271.261317
53.995788,526.775288,301.517537
54.997406,576.847283,271.609708
55.997192,647.792170,242.510167
57.996765,787.761417,292.421924
